fundersOrg,forOrg,fundersProgram,fundersCode,forProgram,forCode,requestedAmount,receivedAmount,shortfall,community,location,commChar,commCode2
http://helpseeker.co/compass#Org100,http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#P101-a101,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,105.0,100.0,5.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org100,http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#P101-a101,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,105.0,100.0,5.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org100,http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#P101-a101,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,105.0,100.0,5.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org100,http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#P101-a101,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,105.0,100.0,5.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-3,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-3,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-3,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a1,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-1,http://helpseeker.co/compass#CL-Shelter,100.0,100.0,0.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a1,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-1,http://helpseeker.co/compass#CL-Shelter,100.0,100.0,0.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a1,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-1,http://helpseeker.co/compass#CL-Shelter,100.0,100.0,0.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a1,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-2,http://helpseeker.co/compass#CL-Shelter,100.0,100.0,0.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a1,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-2,http://helpseeker.co/compass#CL-Shelter,100.0,100.0,0.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org10,http://helpseeker.co/compass#P20-a1,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P10-2,http://helpseeker.co/compass#CL-Shelter,100.0,100.0,0.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-1,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-1,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-1,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-2,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-2,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org20,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P20-a2,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-2,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org30,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P30-a3,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-2,http://helpseeker.co/compass#CL-Food,50.0,40.0,10.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org30,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P30-a3,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-2,http://helpseeker.co/compass#CL-Food,50.0,40.0,10.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org30,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P30-a3,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-2,http://helpseeker.co/compass#CL-Food,50.0,40.0,10.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org30,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P30-a3,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,40.0,10.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org30,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P30-a3,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,40.0,10.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org30,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P30-a3,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,40.0,10.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org40,http://helpseeker.co/compass#Org12,http://helpseeker.co/compass#P40-a4,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P12-1n2,http://helpseeker.co/compass#CL-Education,110.0,55.0,55.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org40,http://helpseeker.co/compass#Org12,http://helpseeker.co/compass#P40-a4,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P12-1n2,http://helpseeker.co/compass#CL-Education,110.0,55.0,55.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org40,http://helpseeker.co/compass#Org12,http://helpseeker.co/compass#P40-a4,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P12-1n2,http://helpseeker.co/compass#CL-Education,110.0,55.0,55.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org40,http://helpseeker.co/compass#Org12,http://helpseeker.co/compass#P40-a5,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P12-3,http://helpseeker.co/compass#CL-Education,150.0,110.0,40.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org40,http://helpseeker.co/compass#Org12,http://helpseeker.co/compass#P40-a5,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P12-3,http://helpseeker.co/compass#CL-Education,150.0,110.0,40.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org40,http://helpseeker.co/compass#Org12,http://helpseeker.co/compass#P40-a5,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P12-3,http://helpseeker.co/compass#CL-Education,150.0,110.0,40.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,20.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,20.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,20.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,150.0,20.0,130.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,150.0,20.0,130.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,150.0,20.0,130.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,120.0,-70.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,120.0,-70.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,50.0,120.0,-70.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org11,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P11-3,http://helpseeker.co/compass#CL-Food,150.0,120.0,30.0,http://helpseeker.co/compass#Area0,http://helpseeker.co/compass#Area0_Location,http://helpseeker.co/compass#Area0_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-4,http://helpseeker.co/compass#CL-Food,100.0,50.0,50.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-4,http://helpseeker.co/compass#CL-Food,100.0,50.0,50.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-4,http://helpseeker.co/compass#CL-Food,100.0,50.0,50.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
